MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
60,FV,72,8640,2,0,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,0,0,3,3,PConc,4,3,2,6,24,1,0,732,756,GasA,5,1,SBrkr,764,783,0,1547,0,0,2,1,3,1,4,7,7,0,0,Attchd,2009,1,2,614,3,3,3,169,45,0,0,0,0,0,0,0,0,6,2010,Con,Normal
60,RL,82,9430,2,0,4,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673,4,3,PConc,4,3,2,6,1163,1,0,89,1252,GasA,5,1,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,4,8,7,1,Gd,Attchd,1999,2,3,856,3,3,3,0,128,0,0,180,0,0,0,0,0,7,2009,WD,Normal
120,RL,30,9549,2,0,3,Lvl,AllPub,CulDSac,3,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,BrkFace,0,0,4,4,PConc,4,4,3,2,437,6,1057,0,1494,GasA,5,1,SBrkr,1494,0,0,1494,1,0,1,1,2,1,5,6,7,1,Gd,Attchd,1995,3,2,481,3,3,3,0,30,0,0,216,0,0,0,0,0,4,2006,WD,Normal
20,RL,75,14587,2,0,3,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284,4,3,PConc,4,3,1,1,0,1,0,1498,1498,GasA,5,1,SBrkr,1506,0,0,1506,0,0,2,0,2,1,5,6,7,1,Gd,Attchd,2008,3,2,592,3,3,3,0,174,0,0,0,0,0,0,0,0,8,2008,New,Partial
60,RL,80,10421,2,0,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42,3,3,CBlock,4,3,1,6,394,1,0,586,980,GasA,3,1,SBrkr,980,734,0,1714,0,0,2,1,3,1,3,7,7,1,TA,Attchd,1988,1,2,496,3,3,3,228,66,156,0,0,0,0,3,Shed,500,3,2010,WD,Normal
50,RL,75,12508,2,0,3,Lvl,AllPub,Inside,3,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,0,0,3,3,CBlock,4,3,2,5,660,1,0,323,983,GasA,5,1,SBrkr,983,767,0,1750,1,0,2,0,4,1,3,7,4,0,0,Attchd,1989,1,1,423,3,3,3,245,0,156,0,0,0,0,0,Shed,1300,7,2008,WD,Normal
20,RL,70,9100,2,0,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,6,24,1,0,1836,1860,GasA,5,1,SBrkr,1836,0,0,1836,0,0,2,0,3,1,4,8,7,1,Gd,Attchd,2004,3,2,484,3,3,3,120,33,0,0,0,0,0,0,0,0,10,2006,WD,Normal
60,RL,47,53504,2,0,2,HLS,AllPub,CulDSac,2,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603,5,3,PConc,4,3,4,5,1416,1,0,234,1650,GasA,5,1,SBrkr,1690,1589,0,3279,1,0,3,1,4,1,5,12,4,1,Gd,BuiltIn,2003,3,3,841,3,3,3,503,36,0,0,210,0,0,0,0,0,6,2010,WD,Normal
85,RL,68,7252,2,0,3,Lvl,AllPub,CulDSac,3,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,0,0,3,3,CBlock,4,3,3,6,685,1,0,173,858,GasA,3,1,SBrkr,858,0,0,858,1,0,1,0,2,1,3,5,7,0,0,Detchd,1983,1,2,576,3,3,3,120,0,0,0,0,0,0,0,0,0,4,2009,WD,Normal
20,RL,67,8877,2,0,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,0,0,3,3,CBlock,2,2,1,2,836,1,0,0,836,GasA,3,1,FuseF,1220,0,0,1220,0,0,1,0,2,1,3,6,7,0,0,Detchd,1951,1,2,396,3,3,3,0,0,0,0,0,0,0,0,0,0,4,2006,COD,Normal
80,RL,94,7819,2,0,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,0,0,3,3,CBlock,3,3,3,5,422,4,127,480,1029,GasA,3,1,SBrkr,1117,0,0,1117,1,0,1,0,3,1,3,6,7,1,TA,Detchd,1976,1,2,672,3,3,3,144,0,0,0,0,0,0,3,0,0,3,2010,WD,Abnorml
20,RL,70,10150,2,0,4,Lvl,AllPub,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,0,1,3,3,CBlock,3,3,1,3,456,1,0,456,912,GasA,5,1,FuseA,912,0,0,912,0,0,1,0,2,1,3,5,7,0,0,Attchd,1958,2,1,275,3,3,3,0,0,0,0,0,0,0,0,0,0,7,2007,COD,Normal
20,RL,110,14226,2,0,4,Lvl,AllPub,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375,4,3,PConc,4,3,3,1,0,1,0,1935,1935,GasA,4,1,SBrkr,1973,0,0,1973,0,0,2,0,3,1,4,9,7,1,Gd,Attchd,2006,3,3,895,3,3,3,315,45,0,0,0,0,0,0,0,0,7,2007,New,Partial
120,RM,32,4500,2,0,4,Lvl,AllPub,FR2,3,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320,3,3,PConc,5,3,1,6,866,1,0,338,1204,GasA,5,1,SBrkr,1204,0,0,1204,1,0,2,0,2,1,3,5,7,0,0,Attchd,1998,3,2,412,3,3,3,0,247,0,0,0,0,0,0,0,0,6,2009,WD,Normal
20,RL,86,11210,2,0,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240,4,3,PConc,4,3,3,6,20,1,0,1594,1614,GasA,5,1,SBrkr,1614,0,0,1614,0,0,2,0,3,1,4,7,7,0,0,Attchd,2005,2,3,865,3,3,3,144,59,0,0,0,0,0,0,0,0,7,2006,New,Partial
20,RL,100,13350,2,0,3,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,0,0,3,3,CBlock,3,3,1,5,762,1,0,102,864,GasA,3,1,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,7,1,Fa,Attchd,1974,1,2,440,3,3,3,241,0,0,0,0,0,0,3,0,0,6,2006,WD,Normal
90,RH,60,8400,2,0,4,Lvl,AllPub,Inside,3,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,SBrkr,2020,0,0,2020,0,0,2,0,4,2,3,10,7,2,TA,Detchd,1977,1,2,630,3,3,3,0,0,0,0,0,0,0,0,0,0,10,2007,WD,Normal
90,RL,78,10530,2,0,4,Lvl,AllPub,Inside,3,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90,3,3,CBlock,4,3,4,6,975,1,0,0,975,GasA,3,1,SBrkr,1004,0,0,1004,1,0,1,0,2,1,3,4,7,0,0,Attchd,1977,1,2,504,3,3,3,0,0,0,0,0,0,0,0,0,0,5,2006,WD,Normal
20,RL,63,7875,2,0,4,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38,3,3,PConc,4,4,1,1,0,1,0,1237,1237,GasA,4,1,SBrkr,1253,0,0,1253,0,0,2,0,3,1,3,6,7,1,TA,Attchd,1995,3,2,402,3,3,3,220,21,0,0,0,0,0,0,0,0,6,2007,WD,Normal
60,RL,65,7153,2,0,4,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,0,0,4,4,PConc,4,3,1,5,387,1,0,374,761,GasA,5,1,SBrkr,810,793,0,1603,0,0,2,1,3,1,4,7,7,0,0,Attchd,1992,2,2,484,3,3,3,0,124,0,0,0,0,0,0,0,0,7,2006,WD,Normal
20,RL,67,16285,2,0,2,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,1,0,1,0,1413,1413,GasA,5,1,SBrkr,1430,0,0,1430,0,0,2,0,3,1,4,6,7,0,0,Attchd,2001,2,2,605,3,3,3,0,33,0,0,0,0,0,0,0,0,6,2009,WD,Normal
85,RL,68,9101,2,0,3,Lvl,AllPub,Corner,3,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104,3,4,PConc,4,3,3,6,1097,1,0,0,1097,GasA,5,1,SBrkr,1110,0,0,1110,1,0,1,0,1,1,4,4,7,1,TA,Attchd,1978,3,2,602,3,3,3,303,30,0,0,0,0,0,0,0,0,7,2009,WD,Normal
75,RM,35,6300,2,1,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,0,0,3,3,CBlock,3,3,1,1,0,1,0,742,742,GasA,5,1,SBrkr,742,742,0,1484,0,0,2,0,3,1,3,9,7,1,Gd,0,0,0,0,0,0,0,3,0,291,134,0,0,0,0,0,0,0,6,2008,WD,Normal
20,RL,68,9790,2,0,4,Lvl,AllPub,Inside,3,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,0,0,3,3,CBlock,3,3,1,3,251,2,630,491,1372,GasA,3,1,SBrkr,1342,0,0,1342,0,0,2,0,3,1,3,7,7,1,Gd,Attchd,1967,1,2,457,3,3,3,0,0,0,0,197,0,0,0,0,0,9,2009,WD,Normal
50,RM,60,10800,2,0,4,Lvl,AllPub,Inside,3,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,0,0,3,4,PConc,2,3,1,2,686,1,0,0,686,GasA,3,1,SBrkr,966,686,0,1652,1,0,2,0,4,1,3,7,7,0,0,Detchd,1961,1,1,416,3,3,3,0,0,196,0,0,0,0,0,Shed,1200,6,2010,WD,Normal
60,RL,76,10142,2,0,3,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,6,656,1,0,300,956,GasA,5,1,SBrkr,956,1128,0,2084,1,0,2,1,4,1,4,8,7,0,0,BuiltIn,2004,2,2,618,3,3,3,0,45,0,0,0,0,0,0,0,0,1,2010,WD,Normal
20,RM,50,6000,2,0,4,Lvl,AllPub,Corner,3,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,0,0,3,3,CBlock,3,3,1,1,0,1,0,901,901,GasA,5,1,SBrkr,901,0,0,901,0,0,1,0,2,1,3,4,7,0,0,Detchd,1954,1,1,281,2,3,3,0,0,0,0,0,0,0,0,0,0,8,2008,WD,Normal
60,RL,68,12205,2,0,3,Low,AllPub,Inside,3,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157,3,3,CBlock,3,2,4,2,568,1,0,264,832,GasA,4,1,SBrkr,976,1111,0,2087,0,0,2,1,5,1,4,9,7,0,0,Attchd,1966,3,2,444,3,3,3,133,168,0,0,0,0,0,0,0,0,7,2007,WD,Normal
120,RL,43,3182,2,0,4,Lvl,AllPub,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11,4,3,PConc,4,3,1,6,16,1,0,1129,1145,GasA,5,1,SBrkr,1145,0,0,1145,0,0,2,0,2,1,4,5,7,1,Gd,Attchd,2005,3,2,397,3,3,3,100,16,0,0,0,0,0,0,0,0,9,2009,WD,Normal
80,RL,68,11333,2,0,3,Lvl,AllPub,Corner,3,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,0,0,3,3,PConc,4,3,3,5,539,1,0,490,1029,GasA,3,1,SBrkr,1062,0,0,1062,1,0,1,0,3,1,3,5,7,2,TA,Attchd,1976,2,2,539,3,3,3,120,0,0,0,0,0,0,0,0,0,5,2007,WD,Normal
60,RL,92,9920,2,0,3,Lvl,AllPub,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,0,0,4,3,PConc,4,3,3,6,862,1,0,255,1117,GasA,5,1,SBrkr,1127,886,0,2013,1,0,2,1,3,1,3,8,7,1,TA,Attchd,1997,1,2,455,3,3,3,180,130,0,0,0,0,0,0,0,0,6,2007,WD,Normal
20,RL,76,9158,2,0,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140,4,3,PConc,4,3,3,1,0,1,0,1496,1496,GasA,5,1,SBrkr,1496,0,0,1496,0,0,2,0,3,1,4,7,7,0,0,Attchd,2007,3,2,474,3,3,3,168,130,0,0,0,0,0,0,0,0,6,2007,New,Partial
60,RL,68,10832,2,0,3,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,0,0,4,3,PConc,4,3,1,1,0,1,0,712,712,GasA,5,1,SBrkr,1086,809,0,1895,0,0,2,1,3,1,4,7,7,1,TA,Attchd,1994,3,2,409,3,3,3,143,46,0,0,0,0,0,0,Shed,500,10,2008,WD,Normal
60,RL,70,8400,2,0,4,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130,3,3,CBlock,4,3,1,1,0,1,0,650,650,GasA,3,1,SBrkr,888,676,0,1564,0,0,2,1,3,1,3,7,7,1,TA,Attchd,1980,1,2,476,3,3,3,0,50,0,0,204,0,0,3,0,0,4,2010,WD,Normal
20,RL,71,8197,2,0,4,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148,3,3,CBlock,3,3,1,1,0,1,0,660,660,GasA,5,1,SBrkr,1285,0,0,1285,0,0,1,1,3,1,3,7,7,1,TA,Attchd,1977,2,2,528,3,3,3,138,0,0,0,0,0,0,3,0,0,4,2007,WD,Normal
20,RL,57,7677,2,0,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,0,0,3,3,CBlock,3,3,1,4,570,1,0,203,773,GasA,4,1,SBrkr,773,0,0,773,0,0,1,0,2,1,3,4,7,0,0,Attchd,1953,1,1,240,3,3,3,0,0,0,0,0,0,0,0,0,0,4,2008,WD,Abnorml
60,RL,104,13518,2,0,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,860,5,3,PConc,5,3,1,1,0,1,0,1926,1926,GasA,5,1,SBrkr,1966,1174,0,3140,0,0,3,1,4,1,5,11,7,2,Gd,BuiltIn,2009,3,3,820,3,3,3,144,78,0,0,0,0,0,0,0,0,7,2009,New,Partial
50,RL,60,7200,2,0,4,Lvl,AllPub,Corner,3,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252,3,3,BrkTil,4,3,1,5,569,1,0,162,731,GasA,5,1,SBrkr,981,787,0,1768,1,0,1,1,3,1,4,7,7,2,TA,Detchd,1939,1,1,240,3,3,3,0,0,264,0,0,0,0,3,0,0,6,2007,WD,Normal
60,RL,79,12798,2,0,3,HLS,AllPub,Inside,2,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,0,0,3,3,PConc,4,3,4,6,462,1,0,154,616,GasA,4,1,SBrkr,616,1072,0,1688,1,0,2,1,4,1,4,8,7,0,0,Attchd,1997,2,2,603,3,3,3,403,114,185,0,0,0,0,0,Shed,400,5,2008,WD,Normal
30,RM,40,4800,2,0,4,Lvl,AllPub,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,0,0,3,3,CBlock,3,3,1,2,197,1,0,999,1196,GasA,5,1,FuseA,1196,0,0,1196,1,0,1,0,2,1,3,5,7,0,0,Detchd,1957,1,2,440,3,3,3,0,0,0,0,0,0,0,0,0,0,7,2007,WD,Normal
60,RL,63,8199,2,0,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,0,0,4,3,PConc,4,3,3,6,648,1,0,80,728,GasA,5,1,SBrkr,728,728,0,1456,1,0,2,1,3,1,4,7,7,1,Gd,Attchd,2005,3,2,410,3,3,3,36,18,0,0,0,0,0,0,0,0,10,2008,WD,Normal
60,RL,107,13891,2,0,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,424,5,3,PConc,5,3,4,1,0,1,0,1734,1734,GasA,5,1,SBrkr,1734,1088,0,2822,0,0,3,1,4,1,5,12,7,1,Gd,BuiltIn,2009,2,3,1020,3,3,3,52,170,0,0,192,0,0,0,0,0,1,2009,New,Partial
20,RL,75,9000,2,0,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,0,0,3,3,CBlock,3,3,1,2,812,1,0,124,936,GasA,3,1,SBrkr,1128,0,0,1128,0,0,1,0,2,1,3,5,6,0,0,Attchd,1954,1,1,286,3,3,3,0,0,0,0,0,0,0,2,0,0,6,2006,WD,Family
20,RL,91,12274,2,0,3,Lvl,AllPub,FR2,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,256,4,3,PConc,4,3,1,1,0,1,0,1417,1417,GasA,5,1,SBrkr,1428,0,0,1428,0,0,2,0,3,1,5,6,7,0,0,Attchd,2008,2,2,554,3,3,3,0,60,0,0,0,0,0,0,0,0,7,2008,New,Partial
80,RL,75,9750,2,0,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,0,0,3,3,PConc,3,3,3,5,400,3,480,100,980,GasA,4,1,SBrkr,980,0,0,980,0,0,2,0,3,1,3,6,7,0,0,Attchd,1967,3,1,384,3,3,3,68,0,0,0,0,0,0,0,0,0,10,2006,WD,Normal
70,RL,144,21384,2,0,4,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0,0,3,3,CBlock,3,3,4,6,1309,1,0,15,1324,GasA,5,1,SBrkr,1072,504,0,1576,2,0,1,1,3,1,4,6,7,1,TA,Attchd,1923,2,2,528,3,3,3,0,312,0,0,0,0,0,0,0,0,5,2009,WD,Normal
80,RL,85,13400,2,0,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047,3,3,CBlock,3,3,3,5,516,4,128,380,1024,GasA,3,1,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,7,1,Gd,Attchd,1966,2,2,484,3,3,3,0,0,0,0,0,0,0,2,0,0,6,2006,WD,Normal
75,RM,90,8100,2,0,4,Lvl,AllPub,Corner,3,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,0,0,3,3,PConc,3,3,1,1,0,1,0,849,849,GasA,3,0,FuseA,1075,1063,0,2138,0,0,2,0,2,3,3,11,7,0,0,Detchd,1910,1,2,360,2,1,1,40,156,0,0,0,0,0,3,0,0,11,2009,WD,Normal
20,RL,78,10140,2,0,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99,3,3,CBlock,3,3,1,5,663,2,377,0,1040,GasA,2,1,SBrkr,1309,0,0,1309,1,0,1,1,3,1,4,5,7,1,Fa,Attchd,1974,2,2,484,3,3,3,265,0,0,0,0,648,2,4,0,0,1,2006,WD,Normal
120,RM,68,4438,2,0,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169,4,3,PConc,4,3,4,6,662,1,0,186,848,GasA,5,1,SBrkr,848,0,0,848,1,0,1,0,1,1,4,4,7,1,Gd,Attchd,2004,3,2,420,3,3,3,140,0,0,0,0,0,0,0,0,0,6,2008,ConLD,Normal
20,C (all),66,8712,1,0,4,Bnk,AllPub,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,0,0,2,3,CBlock,3,3,3,1,0,1,0,540,540,GasA,3,0,FuseA,1044,0,0,1044,0,0,1,0,2,1,2,4,7,0,0,Basment,1952,1,2,504,3,3,1,0,0,0,0,0,0,0,0,Shed,54,6,2010,WD,Alloca
20,RL,75,9750,2,0,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243,3,3,CBlock,3,3,1,3,608,1,0,834,1442,GasA,4,1,SBrkr,1442,0,0,1442,0,0,1,1,4,1,3,7,7,0,0,Attchd,1958,2,1,301,3,3,3,0,0,275,0,0,0,0,0,Shed,500,4,2007,COD,Normal
50,RL,45,8248,2,1,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,0,0,3,3,BrkTil,3,3,1,1,0,1,0,686,686,GasW,4,1,SBrkr,686,564,0,1250,0,1,1,1,3,1,2,7,7,0,0,Detchd,1955,1,1,280,3,3,2,207,0,96,0,0,0,0,0,0,0,7,2006,WD,Normal
20,RL,48,12137,2,0,2,Lvl,AllPub,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442,3,3,PConc,4,3,1,1,0,1,0,1649,1649,GasA,5,1,SBrkr,1661,0,0,1661,0,0,2,0,3,1,4,6,7,0,0,Attchd,1998,2,2,598,3,3,3,0,34,0,0,0,0,0,0,0,0,5,2010,WD,Normal
20,RL,68,11425,2,0,3,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,0,0,3,3,CBlock,3,3,1,4,486,1,0,522,1008,GasA,4,1,SBrkr,1008,0,0,1008,0,0,1,0,2,1,3,4,7,1,Gd,Attchd,1954,2,1,275,3,3,3,0,0,120,0,0,0,0,0,0,0,7,2006,WD,Normal
20,RL,68,13265,2,0,3,Lvl,AllPub,CulDSac,3,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148,4,3,PConc,4,3,1,6,1218,1,0,350,1568,GasA,5,1,SBrkr,1689,0,0,1689,1,0,2,0,3,1,4,7,7,2,Gd,Attchd,2002,2,3,857,3,3,3,150,59,0,0,0,0,0,0,0,0,7,2008,WD,Normal
80,RL,80,8816,2,0,4,Lvl,AllPub,Inside,3,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,80,3,3,CBlock,3,3,3,6,504,1,0,506,1010,GasA,4,1,SBrkr,1052,0,0,1052,1,0,1,0,3,1,3,6,7,0,0,Attchd,1971,1,2,440,3,3,3,0,0,0,0,0,0,0,3,0,0,6,2010,WD,Normal
120,RL,44,6371,2,0,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,128,4,3,PConc,4,3,2,6,733,1,0,625,1358,GasA,5,1,SBrkr,1358,0,0,1358,1,0,2,0,2,1,4,6,7,1,Gd,Attchd,2010,2,2,484,3,3,3,192,35,0,0,0,0,0,0,0,0,6,2010,New,Partial
60,RL,72,7226,2,0,3,Lvl,AllPub,CulDSac,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,1,1,0,1,0,798,798,GasA,5,1,SBrkr,798,842,0,1640,0,0,2,1,3,1,4,6,7,0,0,Attchd,2003,2,2,595,3,3,3,0,45,0,0,0,0,0,0,0,0,6,2008,WD,Normal
20,RM,60,6000,2,2,4,Bnk,AllPub,Inside,2,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,0,0,2,3,CBlock,2,3,1,1,0,1,0,936,936,GasA,3,0,SBrkr,936,0,0,936,0,0,1,0,2,1,3,4,5,0,0,Detchd,1974,1,2,576,3,3,3,0,32,112,0,0,0,0,0,0,0,2,2009,WD,Normal
60,RL,68,12394,2,0,3,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0,0,4,3,PConc,4,3,4,1,0,1,0,847,847,GasA,5,1,SBrkr,847,886,0,1733,0,0,2,1,3,1,4,7,7,1,Gd,BuiltIn,2003,3,2,433,3,3,3,100,48,0,0,0,0,0,0,0,0,10,2007,WD,Family
